name,cpu_milli,memory_mib,num_gpu,gpu_milli,gpu_spec,qos,pod_phase,creation_time,deletion_time,scheduled_time
openb-pod-0000,20000,65536,0,0,,LS,Running,2332613,12475899,2332615
openb-pod-0001,32000,65536,0,0,,LS,Running,8535213,12475899,8535216
openb-pod-0002,8000,30517,0,0,,BE,Running,9565025,9586760,9565025
openb-pod-0003,8000,30517,0,0,,BE,Running,9565025,9586759,9565025
openb-pod-0004,8000,30517,0,0,,BE,Running,9565043,9586701,9565043
openb-pod-0005,8000,30517,0,0,,BE,Running,9573823,9586756,9573824
openb-pod-0006,8000,30517,0,0,,BE,Running,9651416,9675780,9651416
openb-pod-0007,8000,30517,0,0,,BE,Running,9657338,9658368,9657338
openb-pod-0008,12500,65536,0,0,,LS,Pending,9661695,9661708,
openb-pod-0009,12500,65536,0,0,,LS,Running,9677235,9677448,9677269
openb-pod-0010,8000,30517,0,0,,BE,Running,9679532,9689255,9679533
openb-pod-0011,12500,57344,0,0,,LS,Running,9682946,9683193,9682948
openb-pod-0012,12500,57344,0,0,,LS,Running,9686073,9687291,9686075
openb-pod-0013,12500,57344,0,0,,LS,Running,9686286,9686465,9686288
openb-pod-0014,12500,57344,0,0,,LS,Running,9687241,9687492,9687278
openb-pod-0015,16000,65536,0,0,,LS,Running,9691596,9778077,9691596
openb-pod-0016,12500,57344,0,0,,LS,Running,9692613,9693067,9692615
openb-pod-0017,12500,57344,0,0,,LS,Running,9692655,9693157,9692665
openb-pod-0018,12500,57344,0,0,,LS,Running,9692744,9693012,9692778
openb-pod-0019,8000,30517,0,0,,BE,Running,9737798,9763030,9737799
openb-pod-0020,15400,51200,0,0,,LS,Running,9746512,9746678,9746515
openb-pod-0021,12500,57344,0,0,,LS,Running,9748887,9749056,9748889
openb-pod-0022,15400,51200,0,0,,LS,Running,9757045,9757325,9757082
openb-pod-0023,15400,51200,0,0,,LS,Running,9757094,9757325,9757127
openb-pod-0024,16500,51200,0,0,,LS,Running,9761624,9762262,9761660
openb-pod-0025,12500,57344,0,0,,LS,Pending,9762697,9762762,
openb-pod-0026,12500,57344,0,0,,LS,Running,9765581,9766027,9765614
openb-pod-0027,12500,57344,0,0,,LS,Running,9766005,9767245,9766039
openb-pod-0028,12500,57344,0,0,,LS,Running,9768379,9782484,9768415
openb-pod-0029,12500,57344,0,0,,LS,Running,9768547,9768791,9768580
openb-pod-0030,12500,57344,0,0,,LS,Running,9768628,9769035,9768660
openb-pod-0031,12500,57344,0,0,,LS,Running,9770214,9771661,9770216
openb-pod-0032,12500,57344,0,0,,LS,Running,9770360,9784803,9770363
openb-pod-0033,12500,57344,0,0,,LS,Running,9773673,9781231,9773711
openb-pod-0034,12500,57344,0,0,,LS,Running,9779618,9779741,9779654
openb-pod-0035,12500,57344,0,0,,LS,Pending,9780314,9780390,
openb-pod-0036,8000,16384,0,0,,LS,Succeeded,9780712,9784372,9780712
openb-pod-0037,12500,57344,0,0,,LS,Pending,9780793,9780858,
openb-pod-0038,12500,57344,0,0,,LS,Running,9782681,9783004,9782684
openb-pod-0039,8000,30517,0,0,,BE,Running,9830703,9831577,9830704
openb-pod-0040,12500,57344,0,0,,LS,Running,9850456,9853696,9850493
openb-pod-0041,12500,57344,0,0,,LS,Running,9850464,9850593,9850468
openb-pod-0042,12500,57344,0,0,,LS,Running,9850473,9850908,9850475
